subclasse;subclasse_num7;denominacao;secao;divisao;grupo;classe;eh_mvp
20/07/3314;3314720;Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados;C;33;331;3314-7;NÃO
21/07/3314;3314721;Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos;C;33;331;3314-7;NÃO
22/07/3314;3314722;Manutenção e reparação de máquinas e aparelhos para a indústria do plástico;C;33;331;3314-7;NÃO
3314-7/99;3314799;Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente;C;33;331;3314-7;NÃO
3315-5/00;3315500;Manutenção e reparação de veículos ferroviários;C;33;331;3315-5;NÃO
01/03/3316;3316301;Manutenção e reparação de aeronaves, exceto a manutenção na pista;C;33;331;3316-3;NÃO
02/03/3316;3316302;Manutenção de aeronaves na pista;C;33;331;3316-3;NÃO
01/01/3317;3317101;Manutenção e reparação de embarcações e estruturas flutuantes;C;33;331;3317-1;NÃO
02/01/3317;3317102;Manutenção e reparação de embarcações para esporte e lazer;C;33;331;3317-1;NÃO
3319-8/00;3319800;Manutenção e reparação de equipamentos e produtos não especificados anteriormente;C;33;331;3319-8;NÃO
3321-0/00;3321000;Instalação de máquinas e equipamentos industriais;C;33;332;3321-0;NÃO
01/05/3329;3329501;Serviços de montagem de móveis de qualquer material;C;33;332;3329-5;NÃO
3329-5/99;3329599;Instalação de outros equipamentos não especificados anteriormente;C;33;332;3329-5;NÃO
01/05/3511;3511501;Geração de energia elétrica;D;35;351;3511-5;NÃO
02/05/3511;3511502;Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica;D;35;351;3511-5;NÃO
3512-3/00;3512300;Transmissão de energia elétrica;D;35;351;3512-3;NÃO
3513-1/00;3513100;Comércio atacadista de energia elétrica;D;35;351;3513-1;NÃO
3514-0/00;3514000;Distribuição de energia elétrica;D;35;351;3514-0;NÃO
01/04/3520;3520401;"Produção de gás; processamento de gás natural";D;35;352;3520-4;NÃO
02/04/3520;3520402;Distribuição de combustíveis gasosos por redes urbanas;D;35;352;3520-4;NÃO
3530-1/00;3530100;Produção e distribuição de vapor, água quente e ar condicionado;D;35;353;3530-1;NÃO
01/06/3600;3600601;Captação, tratamento e distribuição de água;E;36;360;3600-6;NÃO
02/06/3600;3600602;Distribuição de água por caminhões;E;36;360;3600-6;NÃO
3701-1/00;3701100;Gestão de redes de esgoto;E;37;370;3701-1;NÃO
3702-9/00;3702900;Atividades relacionadas a esgoto, exceto a gestão de redes;E;37;370;3702-9;NÃO
3811-4/00;3811400;Coleta de resíduos não perigosos;E;38;381;3811-4;NÃO
3812-2/00;3812200;Coleta de resíduos perigosos;E;38;381;3812-2;NÃO
3821-1/00;3821100;Tratamento e disposição de resíduos não perigosos;E;38;382;3821-1;NÃO
3822-0/00;3822000;Tratamento e disposição de resíduos perigosos;E;38;382;3822-0;NÃO
01/09/3831;3831901;Recuperação de sucatas de alumínio;E;38;383;3831-9;NÃO
3831-9/99;3831999;Recuperação de materiais metálicos, exceto alumínio;E;38;383;3831-9;NÃO
3832-7/00;3832700;Recuperação de materiais plásticos;E;38;383;3832-7;NÃO
01/04/3839;3839401;Usinas de compostagem;E;38;383;3839-4;NÃO
3839-4/99;3839499;Recuperação de materiais não especificados anteriormente;E;38;383;3839-4;NÃO
3900-5/00;3900500;Descontaminação e outros serviços de gestão de resíduos;E;39;390;3900-5;NÃO
4110-7/00;4110700;Incorporação de empreendimentos imobiliários;F;41;411;4110-7;NÃO
4120-4/00;4120400;Construção de edifícios;F;41;412;4120-4;NÃO
01/01/4211;4211101;Construção de rodovias e ferrovias;F;42;421;4211-1;NÃO
02/01/4211;4211102;Pintura para sinalização em pistas rodoviárias e aeroportos;F;42;421;4211-1;NÃO
4212-0/00;4212000;Construção de obras de arte especiais;F;42;421;4212-0;NÃO
4213-8/00;4213800;Obras de urbanização - ruas, praças e calçadas;F;42;421;4213-8;NÃO
01/09/4221;4221901;"Construção de barragens e represas para geração de energia 
elétrica";F;42;422;4221-9;NÃO
02/09/4221;4221902;Construção de estações e redes de distribuição de energia elétrica;F;42;422;4221-9;NÃO
03/09/4221;4221903;Manutenção de redes de distribuição de energia elétrica;F;42;422;4221-9;NÃO
04/09/4221;4221904;Construção de estações e redes de telecomunicações;F;42;422;4221-9;NÃO
05/09/4221;4221905;Manutenção de estações e redes de telecomunicações;F;42;422;4221-9;NÃO
01/07/4222;4222701;Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação;F;42;422;4222-7;NÃO
02/07/4222;4222702;Obras de irrigação;F;42;422;4222-7;NÃO
4223-5/00;4223500;Construção de redes de transportes por dutos, exceto para água e esgoto;F;42;422;4223-5;NÃO
4291-0/00;4291000;Obras portuárias, marítimas e fluviais;F;42;429;4291-0;NÃO
01/08/4292;4292801;Montagem de estruturas metálicas;F;42;429;4292-8;NÃO
02/08/4292;4292802;Obras de montagem industrial;F;42;429;4292-8;NÃO
01/05/4299;4299501;Construção de instalações esportivas e recreativas;F;42;429;4299-5;NÃO
4299-5/99;4299599;Outras obras de engenharia civil não especificadas anteriormente;F;42;429;4299-5;NÃO
01/08/4311;4311801;Demolição de edifícios e outras estruturas;F;43;431;4311-8;NÃO
02/08/4311;4311802;Preparação de canteiro e limpeza de terreno;F;43;431;4311-8;NÃO
4312-6/00;4312600;Perfurações e sondagens;F;43;431;4312-6;NÃO
4313-4/00;4313400;Obras de terraplenagem;F;43;431;4313-4;NÃO
4319-3/00;4319300;Serviços de preparação do terreno não especificados anteriormente;F;43;431;4319-3;NÃO
4321-5/00;4321500;Instalação e manutenção elétrica;F;43;432;4321-5;NÃO
01/03/4322;4322301;Instalações hidráulicas, sanitárias e de gás;F;43;432;4322-3;NÃO
02/03/4322;4322302;Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração;F;43;432;4322-3;NÃO
03/03/4322;4322303;Instalações de sistema de prevenção contra incêndio;F;43;432;4322-3;NÃO
01/01/4329;4329101;Instalação de painéis publicitários;F;43;432;4329-1;NÃO
02/01/4329;4329102;Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre;F;43;432;4329-1;NÃO
03/01/4329;4329103;Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes;F;43;432;4329-1;NÃO
04/01/4329;4329104;Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos;F;43;432;4329-1;NÃO
05/01/4329;4329105;Tratamentos térmicos, acústicos ou de vibração;F;43;432;4329-1;NÃO
4329-1/99;4329199;Outras obras de instalações em construções não especificadas anteriormente;F;43;432;4329-1;NÃO
01/04/4330;4330401;Impermeabilização em obras de engenharia civil;F;43;433;4330-4;NÃO
02/04/4330;4330402;Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material;F;43;433;4330-4;NÃO
03/04/4330;4330403;Obras de acabamento em gesso e estuque;F;43;433;4330-4;NÃO
04/04/4330;4330404;Serviços de pintura de edifícios em geral;F;43;433;4330-4;NÃO
05/04/4330;4330405;Aplicação de revestimentos e de resinas em interiores e exteriores;F;43;433;4330-4;NÃO
4330-4/99;4330499;Outras obras de acabamento da construção;F;43;433;4330-4;NÃO
4391-6/00;4391600;Obras de fundações;F;43;439;4391-6;NÃO
01/01/4399;4399101;Administração de obras;F;43;439;4399-1;NÃO
02/01/4399;4399102;Montagem e desmontagem de andaimes e outras estruturas temporárias;F;43;439;4399-1;NÃO
03/01/4399;4399103;Obras de alvenaria;F;43;439;4399-1;NÃO
04/01/4399;4399104;Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras;F;43;439;4399-1;NÃO
05/01/4399;4399105;Perfuração e construção de poços de água;F;43;439;4399-1;NÃO
4399-1/99;4399199;Serviços especializados para construção não especificados anteriormente;F;43;439;4399-1;NÃO
01/01/4511;4511101;Comércio a varejo de automóveis, camionetas e utilitários novos;G;45;451;4511-1;NÃO
02/01/4511;4511102;Comércio a varejo de automóveis, camionetas e utilitários usados;G;45;451;4511-1;NÃO
03/01/4511;4511103;Comércio por atacado de automóveis, camionetas e utilitários novos e usados;G;45;451;4511-1;NÃO
04/01/4511;4511104;Comércio por atacado de caminhões novos e usados;G;45;451;4511-1;NÃO
05/01/4511;4511105;Comércio por atacado de reboques e semireboques novos e usados;G;45;451;4511-1;NÃO
06/01/4511;4511106;Comércio por atacado de ônibus e micro-ônibus novos e usados;G;45;451;4511-1;NÃO
01/09/4512;4512901;Representantes comerciais e agentes do comércio de veículos automotores;G;45;451;4512-9;NÃO
02/09/4512;4512902;Comércio sob consignação de veículos automotores;G;45;451;4512-9;NÃO
4520-0/01;4520001;Serviços de manutenção e reparação mecânica de veículos automotores;G;45;452;4520-0;NÃO
4520-0/02;4520002;Serviços de lanternagem ou funilaria e pintura de veículos automotores;G;45;452;4520-0;NÃO
4520-0/03;4520003;Serviços de manutenção e reparação elétrica de veículos automotores;G;45;452;4520-0;NÃO
4520-0/04;4520004;Serviços de alinhamento e balanceamento de veículos automotores;G;45;452;4520-0;NÃO
4520-0/05;4520005;Serviços de lavagem, lubrificação e polimento de veículos automotores;G;45;452;4520-0;NÃO
4520-0/06;4520006;Serviços de borracharia para veículos automotores;G;45;452;4520-0;NÃO
4520-0/07;4520007;Serviços de instalação, manutenção e reparação de acessórios para veículos automotores;G;45;452;4520-0;NÃO
4520-0/08;4520008;Serviços de capotaria;G;45;452;4520-0;NÃO
01/07/4530;4530701;Comércio por atacado de peças e acessórios novos para veículos automotores;G;45;453;4530-7;NÃO
02/07/4530;4530702;Comércio por atacado de pneumáticos e câmaras-de-ar;G;45;453;4530-7;NÃO
03/07/4530;4530703;Comércio a varejo de peças e acessórios novos para veículos automotores;G;45;453;4530-7;NÃO
04/07/4530;4530704;Comércio a varejo de peças e acessórios usados para veículos automotores;G;45;453;4530-7;NÃO
05/07/4530;4530705;Comércio a varejo de pneumáticos e câmaras-de-ar;G;45;453;4530-7;NÃO
06/07/4530;4530706;Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores;G;45;453;4530-7;NÃO
01/02/4541;4541201;Comércio por atacado de motocicletas e motonetas;G;45;454;4541-2;NÃO
02/02/4541;4541202;Comércio por atacado de peças e acessórios para motocicletas e motonetas;G;45;454;4541-2;NÃO
03/02/4541;4541203;Comércio a varejo de motocicletas e motonetas novas;G;45;454;4541-2;NÃO
04/02/4541;4541204;Comércio a varejo de motocicletas e motonetas usadas;G;45;454;4541-2;NÃO
06/02/4541;4541206;Comércio a varejo de peças e acessórios novos para motocicletas e motonetas;G;45;454;4541-2;NÃO
07/02/4541;4541207;Comércio a varejo de peças e acessórios usados para motocicletas e motonetas;G;45;454;4541-2;NÃO
01/01/4542;4542101;Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios;G;45;454;4542-1;NÃO
02/01/4542;4542102;Comércio sob consignação de motocicletas e motonetas;G;45;454;4542-1;NÃO
4543-9/00;4543900;Manutenção e reparação de motocicletas e motonetas;G;45;454;4543-9;NÃO
4611-7/00;4611700;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;G;46;461;4611-7;NÃO
4612-5/00;4612500;Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos;G;46;461;4612-5;NÃO
4613-3/00;4613300;Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens;G;46;461;4613-3;NÃO
4614-1/00;4614100;Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves;G;46;461;4614-1;NÃO
4615-0/00;4615000;Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico;G;46;461;4615-0;NÃO
4616-8/00;4616800;Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem;G;46;461;4616-8;NÃO
4617-6/00;4617600;Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo;G;46;461;4617-6;NÃO
01/04/4618;4618401;Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria;G;46;461;4618-4;NÃO
02/04/4618;4618402;Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares;G;46;461;4618-4;NÃO
03/04/4618;4618403;Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações;G;46;461;4618-4;NÃO
4618-4/99;4618499;Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;G;46;461;4618-4;NÃO
4619-2/00;4619200;Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;G;46;461;4619-2;NÃO
4621-4/00;4621400;Comércio atacadista de café em grão;G;46;462;4621-4;NÃO
4622-2/00;4622200;Comércio atacadista de soja;G;46;462;4622-2;NÃO
01/01/4623;4623101;Comércio atacadista de animais vivos;G;46;462;4623-1;NÃO
02/01/4623;4623102;Comércio atacadista de couros, lãs, peles e outros subprodutos não comestíveis de origem animal;G;46;462;4623-1;NÃO
03/01/4623;4623103;Comércio atacadista de algodão;G;46;462;4623-1;NÃO
04/01/4623;4623104;Comércio atacadista de fumo em folha não beneficiado;G;46;462;4623-1;NÃO
05/01/4623;4623105;Comércio atacadista de cacau;G;46;462;4623-1;NÃO
06/01/4623;4623106;Comércio atacadista de sementes, flores, plantas e gramas;G;46;462;4623-1;NÃO
07/01/4623;4623107;Comércio atacadista de sisal;G;46;462;4623-1;NÃO
08/01/4623;4623108;Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada;G;46;462;4623-1;NÃO
09/01/4623;4623109;Comércio atacadista de alimentos para animais;G;46;462;4623-1;NÃO
4623-1/99;4623199;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;G;46;462;4623-1;NÃO
4631-1/00;4631100;Comércio atacadista de leite e laticínios;G;46;463;4631-1;NÃO
4632-0/01;4632001;Comércio atacadista de cereais e leguminosas beneficiados;G;46;463;4632-0;NÃO
4632-0/02;4632002;Comércio atacadista de farinhas, amidos e féculas;G;46;463;4632-0;NÃO
4632-0/03;4632003;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada;G;46;463;4632-0;NÃO
01/08/4633;4633801;Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos;G;46;463;4633-8;NÃO
02/08/4633;4633802;Comércio atacadista de aves vivas e ovos;G;46;463;4633-8;NÃO
03/08/4633;4633803;Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação;G;46;463;4633-8;NÃO
01/06/4634;4634601;Comércio atacadista de carnes bovinas e suínas e derivados;G;46;463;4634-6;NÃO
02/06/4634;4634602;Comércio atacadista de aves abatidas e derivados;G;46;463;4634-6;NÃO
03/06/4634;4634603;Comércio atacadista de pescados e frutos do mar;G;46;463;4634-6;NÃO
4634-6/99;4634699;Comércio atacadista de carnes e derivados de outros animais;G;46;463;4634-6;NÃO
01/04/4635;4635401;Comércio atacadista de água mineral;G;46;463;4635-4;NÃO
02/04/4635;4635402;Comércio atacadista de cerveja, chope e refrigerante;G;46;463;4635-4;NÃO
03/04/4635;4635403;Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada;G;46;463;4635-4;NÃO
4635-4/99;4635499;Comércio atacadista de bebidas não especificadas anteriormente;G;46;463;4635-4;NÃO
01/02/4636;4636201;Comércio atacadista de fumo beneficiado;G;46;463;4636-2;NÃO
02/02/4636;4636202;Comércio atacadista de cigarros, cigarrilhas e charutos;G;46;463;4636-2;NÃO
01/01/4637;4637101;Comércio atacadista de café torrado, moído e solúvel;G;46;463;4637-1;NÃO
02/01/4637;4637102;Comércio atacadista de açúcar;G;46;463;4637-1;NÃO
03/01/4637;4637103;Comércio atacadista de óleos e gorduras;G;46;463;4637-1;NÃO
04/01/4637;4637104;Comércio atacadista de pães, bolos, biscoitos e similares;G;46;463;4637-1;NÃO
05/01/4637;4637105;Comércio atacadista de massas alimentícias;G;46;463;4637-1;NÃO
06/01/4637;4637106;Comércio atacadista de sorvetes;G;46;463;4637-1;NÃO
07/01/4637;4637107;Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes;G;46;463;4637-1;NÃO
4637-1/99;4637199;Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente;G;46;463;4637-1;NÃO
01/07/4639;4639701;Comércio atacadista de produtos alimentícios em geral;G;46;463;4639-7;NÃO
02/07/4639;4639702;Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada;G;46;463;4639-7;NÃO
01/09/4641;4641901;Comércio atacadista de tecidos;G;46;464;4641-9;NÃO
02/09/4641;4641902;Comércio atacadista de artigos de cama, mesa e banho;G;46;464;4641-9;NÃO
03/09/4641;4641903;Comércio atacadista de artigos de armarinho;G;46;464;4641-9;NÃO
01/07/4642;4642701;Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança;G;46;464;4642-7;NÃO
02/07/4642;4642702;Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho;G;46;464;4642-7;NÃO
01/05/4643;4643501;Comércio atacadista de calçados;G;46;464;4643-5;NÃO
02/05/4643;4643502;Comércio atacadista de bolsas, malas e artigos de viagem;G;46;464;4643-5;NÃO
01/03/4644;4644301;Comércio atacadista de medicamentos e drogas de uso humano;G;46;464;4644-3;NÃO
02/03/4644;4644302;Comércio atacadista de medicamentos e drogas de uso veterinário;G;46;464;4644-3;NÃO
01/01/4645;4645101;Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios;G;46;464;4645-1;NÃO
02/01/4645;4645102;Comércio atacadista de próteses e artigos de ortopedia;G;46;464;4645-1;NÃO
03/01/4645;4645103;Comércio atacadista de produtos odontológicos;G;46;464;4645-1;NÃO
4646-0/01;4646001;Comércio atacadista de cosméticos e produtos de perfumaria;G;46;464;4646-0;NÃO
4646-0/02;4646002;Comércio atacadista de produtos de higiene pessoal;G;46;464;4646-0;NÃO
01/08/4647;4647801;Comércio atacadista de artigos de escritório e de papelaria;G;46;464;4647-8;NÃO
02/08/4647;4647802;Comércio atacadista de livros, jornais e outras publicações;G;46;464;4647-8;NÃO
01/04/4649;4649401;Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico;G;46;464;4649-4;NÃO
02/04/4649;4649402;Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico;G;46;464;4649-4;NÃO
03/04/4649;4649403;Comércio atacadista de bicicletas, triciclos e outros veículos recreativos;G;46;464;4649-4;NÃO
04/04/4649;4649404;Comércio atacadista de móveis e artigos de colchoaria;G;46;464;4649-4;NÃO
05/04/4649;4649405;"Comércio atacadista de artigos de tapeçaria; persianas e cortinas";G;46;464;4649-4;NÃO
06/04/4649;4649406;Comércio atacadista de lustres, luminárias e abajures;G;46;464;4649-4;NÃO
07/04/4649;4649407;Comércio atacadista de filmes, CDs, DVDs, fitas e discos;G;46;464;4649-4;NÃO
08/04/4649;4649408;Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar;G;46;464;4649-4;NÃO
09/04/4649;4649409;Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada;G;46;464;4649-4;NÃO
10/04/4649;4649410;Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas;G;46;464;4649-4;NÃO
4649-4/99;4649499;Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;G;46;464;4649-4;NÃO
01/06/4651;4651601;Comércio atacadista de equipamentos de informática;G;46;465;4651-6;NÃO
02/06/4651;4651602;Comércio atacadista de suprimentos para informática;G;46;465;4651-6;NÃO
4652-4/00;4652400;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;G;46;465;4652-4;NÃO
4661-3/00;4661300;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças";G;46;466;4661-3;NÃO
4662-1/00;4662100;"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças";G;46;466;4662-1;NÃO
4663-0/00;4663000;"Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças";G;46;466;4663-0;NÃO
4664-8/00;4664800;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças";G;46;466;4664-8;NÃO
4665-6/00;4665600;"Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças";G;46;466;4665-6;NÃO
01/09/4669;4669901;"Comércio atacadista de bombas e compressores; partes e peças";G;46;466;4669-9;NÃO
4669-9/99;4669999;"Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças";G;46;466;4669-9;NÃO
4671-1/00;4671100;Comércio atacadista de madeira e produtos derivados;G;46;467;4671-1;NÃO
4672-9/00;4672900;Comércio atacadista de ferragens e ferramentas;G;46;467;4672-9;NÃO
4673-7/00;4673700;Comércio atacadista de material elétrico;G;46;467;4673-7;NÃO
4674-5/00;4674500;Comércio atacadista de cimento;G;46;467;4674-5;NÃO
01/06/4679;4679601;Comércio atacadista de tintas, vernizes e similares;G;46;467;4679-6;NÃO
02/06/4679;4679602;Comércio atacadista de mármores e granitos;G;46;467;4679-6;NÃO
03/06/4679;4679603;Comércio atacadista de vidros, espelhos e vitrais;G;46;467;4679-6;NÃO
04/06/4679;4679604;Comércio atacadista especializado de materiais de construção não especificados anteriormente;G;46;467;4679-6;NÃO
4679-6/99;4679699;Comércio atacadista de materiais de construção em geral;G;46;467;4679-6;NÃO
01/08/4681;4681801;Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR);G;46;468;4681-8;NÃO
02/08/4681;4681802;Comércio atacadista de combustíveis realizado por transportador retalhista (TRR);G;46;468;4681-8;NÃO
03/08/4681;4681803;Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante;G;46;468;4681-8;NÃO
04/08/4681;4681804;Comércio atacadista de combustíveis de origem mineral em bruto;G;46;468;4681-8;NÃO
05/08/4681;4681805;Comércio atacadista de lubrificantes;G;46;468;4681-8;NÃO
4682-6/00;4682600;Comércio atacadista de gás liquefeito de petróleo (GLP);G;46;468;4682-6;NÃO
4683-4/00;4683400;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;G;46;468;4683-4;NÃO
01/02/4684;4684201;Comércio atacadista de resinas e elastômeros;G;46;468;4684-2;NÃO
02/02/4684;4684202;Comércio atacadista de solventes;G;46;468;4684-2;NÃO
4684-2/99;4684299;Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente;G;46;468;4684-2;NÃO
4685-1/00;4685100;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;G;46;468;4685-1;NÃO
01/09/4686;4686901;Comércio atacadista de papel e papelão em bruto;G;46;468;4686-9;NÃO
02/09/4686;4686902;Comércio atacadista de embalagens;G;46;468;4686-9;NÃO
01/07/4687;4687701;Comércio atacadista de resíduos de papel e papelão;G;46;468;4687-7;NÃO
02/07/4687;4687702;Comércio atacadista de resíduos e sucatas não metálicos, exceto de papel e papelão;G;46;468;4687-7;NÃO
03/07/4687;4687703;Comércio atacadista de resíduos e sucatas metálicos;G;46;468;4687-7;NÃO
01/03/4689;4689301;Comércio atacadista de produtos da extração mineral, exceto combustíveis;G;46;468;4689-3;NÃO
02/03/4689;4689302;Comércio atacadista de fios e fibras beneficiados;G;46;468;4689-3;NÃO
4689-3/99;4689399;Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente;G;46;468;4689-3;NÃO
4691-5/00;4691500;Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios;G;46;469;4691-5;NÃO
4692-3/00;4692300;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;G;46;469;4692-3;NÃO
4693-1/00;4693100;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;G;46;469;4693-1;NÃO
01/03/4711;4711301;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;G;47;471;4711-3;NÃO
02/03/4711;4711302;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;G;47;471;4711-3;NÃO
4712-1/00;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;G;47;471;4712-1;NÃO
4713-0/02;4713002;Lojas de variedades, exceto lojas de departamentos ou magazines;G;47;471;4713-0;NÃO
4713-0/04;4713004;Lojas de departamentos ou magazines, exceto lojas francas (Duty free);G;47;471;4713-0;NÃO
4713-0/05;4713005;Lojas francas (Duty Free) de aeroportos, portos e em fronteiras terrestres;G;47;471;4713-0;NÃO
02/01/4721;4721102;Padaria e confeitaria com predominância de revenda;G;47;472;4721-1;NÃO
03/01/4721;4721103;Comércio varejista de laticínios e frios;G;47;472;4721-1;NÃO
04/01/4721;4721104;Comércio varejista de doces, balas, bombons e semelhantes;G;47;472;4721-1;NÃO
01/09/4722;4722901;Comércio varejista de carnes - açougues;G;47;472;4722-9;NÃO
02/09/4722;4722902;Peixaria;G;47;472;4722-9;NÃO
4723-7/00;4723700;Comércio varejista de bebidas;G;47;472;4723-7;NÃO
4724-5/00;4724500;Comércio varejista de hortifrutigranjeiros;G;47;472;4724-5;NÃO
01/06/4729;4729601;Tabacaria;G;47;472;4729-6;NÃO
02/06/4729;4729602;Comércio varejista de mercadorias em lojas de conveniência;G;47;472;4729-6;NÃO
4729-6/99;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;G;47;472;4729-6;NÃO
4731-8/00;4731800;Comércio varejista de combustíveis para veículos automotores;G;47;473;4731-8;NÃO
4732-6/00;4732600;Comércio varejista de lubrificantes;G;47;473;4732-6;NÃO
4741-5/00;4741500;Comércio varejista de tintas e materiais para pintura;G;47;474;4741-5;NÃO
4742-3/00;4742300;Comércio varejista de material elétrico;G;47;474;4742-3;NÃO
4743-1/00;4743100;Comércio varejista de vidros;G;47;474;4743-1;NÃO
4744-0/01;4744001;Comércio varejista de ferragens e ferramentas;G;47;474;4744-0;NÃO
4744-0/02;4744002;Comércio varejista de madeira e artefatos;G;47;474;4744-0;NÃO
4744-0/03;4744003;Comércio varejista de materiais hidráulicos;G;47;474;4744-0;NÃO
4744-0/04;4744004;Comércio varejista de cal, areia, pedra britada, tijolos e telhas;G;47;474;4744-0;NÃO
4744-0/05;4744005;Comércio varejista de materiais de construção não especificados anteriormente;G;47;474;4744-0;NÃO
4744-0/06;4744006;Comércio varejista de pedras para revestimento;G;47;474;4744-0;NÃO
4744-0/99;4744099;Comércio varejista de materiais de construção em geral;G;47;474;4744-0;NÃO
01/02/4751;4751201;Comércio varejista especializado de equipamentos e suprimentos de informática;G;47;475;4751-2;NÃO
02/02/4751;4751202;Recarga de cartuchos para equipamentos de informática;G;47;475;4751-2;NÃO
4752-1/00;4752100;Comércio varejista especializado de equipamentos de telefonia e comunicação;G;47;475;4752-1;NÃO
4753-9/00;4753900;Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;G;47;475;4753-9;NÃO
01/07/4754;4754701;Comércio varejista de móveis;G;47;475;4754-7;NÃO
02/07/4754;4754702;Comércio varejista de artigos de colchoaria;G;47;475;4754-7;NÃO
03/07/4754;4754703;Comércio varejista de artigos de iluminação;G;47;475;4754-7;NÃO
01/05/4755;4755501;Comércio varejista de tecidos;G;47;475;4755-5;NÃO
02/05/4755;4755502;Comercio varejista de artigos de armarinho;G;47;475;4755-5;NÃO
03/05/4755;4755503;Comercio varejista de artigos de cama, mesa e banho;G;47;475;4755-5;NÃO
4756-3/00;4756300;Comércio varejista especializado de instrumentos musicais e acessórios;G;47;475;4756-3;NÃO
